subject_code
6385
2954
915
3747
7034
192241
1474
31328
3101
151968
32009
20486
255337
4254
66195
6493
8089
401963
39206
283230
1864
190412
18598
268421
34218
57199
63921
26012
202930
37856
26258
16455
2458
57293
370817
80652
4664
6641
89490
1541
3896
84765
98466
15698
62267
32004
55784
803
174747
6801
37130
28032
50727
177041
282040
74827
9343
4672
35229
296692
99552
205374
94744
123725
118657
9533
43520
92418
98003
108080
33999
10313
237293
232635
26285
14655
46092
24163
5757
5758
7414
213217
2295
12450
14636
2860
28010
1751
1543
218117
9772
3317
177058
1690
296
114868
9627
247998
28948
22979
141282
207048
50873
4980
16448
11088
33674
7112
5765
20807
18597
6047
36930
12616
7737
354126
7744
117217
42064
11781
409028
3321
5952
321924
3221
2958
199857
3210
214762
199372
94566
80978
38863
265574
2457
1542
3552
50695
5929
282910
40362
221542
12521
114867
17355
303309
8115
9804
3889
221105
237112
326855
82439
16
253027
255358
22843
85324
3316
4388
32149
10695
54667
10498
8440
8893
45316
7845
60187
18594
15955
22492
129855
12998
84780
23964
20338
113154
51682
45152
39233
17979
11782
8460
10512
350639
8478
15168
33831
94319
76706
137833
15008
813
8355
5398
48047
83168
39471
118955
113068
12359
7076
17124
405489
3313
198683
234259
27922
308943
7077
284989
114593
112364
2085
4673
32707
45034
269860
2953
12471
136980
4497
7162
2456
45803
271302
3207
89077
3667
12720
230711
71345
214778
4148
104777
205970
2838
280372
7733
42468
77557
15193
11919
8176
126197
12269
18596
17
18593
296866
123790
11878
1478
91437
15369
374733
301
288344
30186
186313
32341
56235
3404
256
33838
276603
131370
2743
145916
31411
2928
187600
39223
255969
7646
118468
102018
48392
41885
145247
10744
18585
239402
163916
9341
19694
412355
161390
42804
10031
1782
33307
5913
317238
31514
9770
222498
134335
152853
22426
143860
10998
21249
4196
4834
19518
19
313815
3829
19047
193274
7113
4636
7515
140789
1484
7719
35801
5171
279222
137003
10053
37690
13298
121122
4311
235257
22490
54312
16622
40461
17857
24829
4348
1785
12342
4939
4223
365342
21461
229816
231862
22307
246374
265145
7068
262279
118788
7520
69637
268131
134535
88436
130053
16901
2138
8104
5931
276409
100457
24
146011
102138
24358
17046
1662
19258
18305
5330
10351
4493
26259
43204
8610
212332
14241
3645
56269
9342
44780
7147
307838
4802
21248
192549
163154
267631
14845
18345
112266
4036
12617
42101
10052
3315
122152
214575
6500
50042
256481
4578
8697
4838
7647
165396
30304
184019
37214
233250
156125
18145
34219
5367
3042
16450
313493
13211
19212
4338
4943
33832
9469
53413
22418
31515
10497
3244
43521
39067
2583
7721
93270
294755
340021
21098
13011
352629
255661
76886
117091
29599
36140
148013
49882
295295
817
234485
3666
13121
173007
31486
294289
4117
6494
45932
3227
137038
53720
317873
6491
294287
256192
42123
316206
43516
386001
8015
12519
330192
49369
87852
27467
243161
4589
7434
266302
43459
13943
9383
186634
225940
114295
8844
293584
15762
15164
802
167927
4533
7658
121116
1716
245
3659
20797
28943
4110
85111
8272
6071
287617
29335
196019
53849
13283
1477
4149
3668
185793
60461
105883
44194
90845
5755
19110
334018
42798
211524
109316
121973
17708
46818
22414
18889
45950
3833
4474
286276
333486
38230
4012
4150
6882
27599
25683
91744
248635
293586
23
334707
4114
52273
177463
306185
397968
8744
67052
1481
22
47299
8845
62300
7174
13212
366456
9552
50045
137865
237095
205964
163165
55261
395322
240
20778
283383
21159
18311
15823
130754
5763
10287
47058
3198
184148
115776
316866
12903
59967
10718
315725
273441
5081
11344
51968
197625
24515
222138
12627
3549
15078
34076
35766
45156
301109
238892
3036
10771
302666
878
8548
62644
8623
122154
3267
85026
1035
3665
481
13382
422162
84649
33302
17810
297146
260830
270757
33333
269828
8459
276243
18601
5855
108824
10191
4147
318119
7433
39367
195581
42065
9681
12615
30292
15929
287186
71362
4637
2748
8178
38984
3669
94975
139077
10615
38096
235522
30770
15822
32055
66139
98484
16948
26286
234963
8201
3606
85691
6382
24520
15814
4276
8837
11791
238923
221805
20549
7363
1237
302514
6377
4224
37060
5208
13327
302779
8932
3831
4232
29745
52494
331899
341443
903
8724
215760
6325
3550
206033
209615
348164
5845
34050
20014
3057
8054
37308
393823
4581
53415
254889
3551
131695
154600
8455
6182
7634
13718
45157
16900
8933
18308
13370
8825
140462
31324
41981
318405
4109
237322
