subject_code
68812
13677
43972
173849
56239
1617
317613
885
234
13557
7777
8296
110600
8019
361095
315574
1671
37063
12885
2108
126173
9579
9856
1010
124649
194300
47889
29889
843
317680
44691
320224
52392
221726
1030
2281
120186
8986
3995
282
80199
22505
37183
50658
2689
6819
1926
847
137722
5118
3302
109375
2496
11834
263750
909
4608
3892
12
2732
248175
37874
2882
8386
47730
3304
86670
99748
3626
45240
2103
253046
135275
376703
235130
841
36355
266301
127573
347888
282433
28065
3169
41189
195249
5864
84991
5919
135805
1942
367712
123568
9912
242
176615
211269
22704
2888
255980
211311
313852
1934
769
5649
4028
193042
1607
274613
38437
31836
29426
34502
440
335036
131891
240386
248154
11577
11598
300
75568
105255
3012
38435
20813
5378
100565
296739
234250
1941
1973
10379
226223
320
174043
24790
37897
353605
2046
115661
112838
799
36338
186881
4562
80205
287488
470
112397
2782
9565
8803
212333
216372
136876
8696
4237
3916
3149
5870
208826
255191
289
226224
325585
2971
1104
70323
35632
261806
110648
193378
348240
86895
2784
211089
8484
12579
284524
4328
193298
822
4607
286
239270
207573
309
185825
2582
2842
37873
129844
332649
78798
1266
96643
9853
37138
25833
439
2609
394260
95225
240583
325178
2694
10582
216311
141530
40310
2829
1752
10358
188819
1972
407
83737
240038
152092
60605
3166
101442
14514
839
246001
41568
24823
9979
3172
29870
340
114105
3697
965
19051
10409
221227
216371
4301
104569
254470
18254
4042
10197
47684
330
337
10309
233926
329948
8199
13871
141799
97045
2733
202240
280837
304087
110148
67217
3734
1451
240798
57105
240799
10243
2979
297261
3774
3627
812
2481
324
3819
294288
47731
2921
58865
4045
1983
56403
9622
751
1608
37396
6651
314
928
3019
4293
50
369
1147
176518
1956
9571
187276
1269
28066
18779
238815
995
18605
144087
3485
269918
29307
62285
10843
6049
54433
10599
361385
215618
7707
203526
213816
381839
53925
9642
253
233
425211
247
23213
36271
3168
3755
473
66244
175596
209063
191302
47576
10404
38436
14588
7312
296079
4583
3020
295
100501
252655
1606
328514
79656
5653
88411
91205
379789
3206
45884
119394
93377
109604
100449
93044
136883
1851
2894
44692
117728
74467
6880
118335
310
305515
102134
176478
66941
6811
12283
35679
119356
348335
82322
22287
78799
10966
513
75855
1836
297396
19130
328609
138829
60608
358934
7348
8082
32164
240760
2972
331936
6756
60601
2127
4406
236
13552
4014
115908
231497
334
1969
89875
19208
3175
2907
285759
43581
1966
43558
9564
378862
2664
101437
109869
150775
13973
1955
10357
880
296875
25716
12426
217300
209925
104521
85204
387892
7159
274234
111894
3291
9619
204623
292219
334401
333664
696
12536
355109
2045
47721
10419
322967
335579
8991
146457
294135
25469
770
64172
2895
386809
6048
272510
243981
1940
141852
2772
512
486
302286
10391
143694
208908
860
2585
92412
27364
61534
96167
152091
4010
36359
316007
170415
18511
36004
45054
148037
78405
39118
2789
6437
5487
80864
37395
41488
28533
1959
14106
10402
79227
26449
68035
208825
13809
8290
56846
72941
9005
2981
8
2439
9639
39087
3375
25442
896
178884
208576
767
120791
240287
282684
37154
1373
79678
204027
58949
218707
1961
286132
506
3292
5658
37694
211934
82233
1898
1894
89536
10395
106654
159826
109386
72767
14876
2897
88473
2094
4077
37819
10436
52606
77476
69484
76319
1849
4653
1428
1333
150490
1891
338353
382
3021
23573
365437
356774
389474
3754
132373
85631
334399
71802
311809
18882
25961
217285
3130
2464
4124
7408
3893
294134
9717
88433
119279
2785
100437
160209
219200
4163
2898
3026
2074
118262
5694
9713
326
848
271151
3622
8748
10742
3128
1263
148726
116225
395780
179949
60493
27832
199392
25226
1443
334400
293049
2734
6326
1372
4843
124646
290980
8987
3275
516
7883
180172
1773
1760
1890
286125
2936
4035
1639
32318
12317
3641
151345
29421
2889
531
185792
81372
67753
130230
345980
347887
11145
33352
59583
262898
508
37460
148036
10392
1728
106653
8726
1487
292359
373267
265
175137
7667
41013
53984
237
1511
218708
221127
296980
77480
129807
3134
6649
1878
2531
605
2463
57995
73083
299
192442
2459
982
104591
515
132376
11602
9757
13045
18624
1444
46458
205485
9617
593
67755
14879
43099
299277
48746
246238
1515
13448
3482
70322
4859
64140
23304
56117
60368
136311
45241
259
4884
284
45904
54675
2710
50017
4274
74625
766
1625
128239
146923
10375
199228
37785
10840
228046
129224
60604
917
1981
227718
693
919
159725
9270
18268
289031
1958
2049
4075
106655
238
11784
10553
162802
840
2909
866
3170
1015
36186
315026
315
110467
220631
115932
298
147068
21032
274
29883
294713
2712
3773
273843
124341
278569
805
325285
4475
94985
3996
8181
106329
1948
55770
4019
44693
14652
111762
2460
39531
34281
33922
260770
976
331646
119035
443
3816
181354
22985
1321
2885
219164
2896
2741
210458
1957
467
160271
337459
2059
4849
11629
106656
312723
44690
4450
13549
6390
10385
353266
267412
14220
3830
17160
65883
1267
10388
339326
1609
3133
1424
60606
442
296659
215425
45089
1905
203387
46012
3642
3022
1805
214799
29414
39923
249637
77171
285776
1512
8474
2354
3960
921
307995
234349
313937
4043
278826
226218
99796
10071
51945
230914
265708
2643
424227
4216
893
168204
1758
90880
475
37745
312
294836
749
2097
45213
211567
262897
60901
197078
9588
793
106207
220403
1937
404804
33491
2790
75533
61275
4215
357961
331887
3471
55654
121748
927
54552
243429
49892
338
500
1976
3293
3805
236020
84501
918
103718
54234
243787
2328
40003
1877
207195
223268
294880
59664
381841
52129
211068
277554
28900
22241
899
3421
1219
18692
794
78479
1171
237423
38326
20547
170557
47685
2215
218971
2940
14878
3425
14508
302228
37685
74542
22346
235128
298477
296367
14877
1220
8461
13498
120236
977
52787
4255
9568
697
9001
289138
174584
4264
254
309311
84171
214265
1038
286127
10941
14542
282759
33695
51928
46036
126615
376739
23119
451
11658
10291
8081
218713
219654
47144
48745
4038
127563
5753
21942
22759
750
139022
13012
2166
326895
170689
8402
103906
285482
331752
97305
842
343176
2899
227240
174638
90502
7206
1947
3478
40187
161948
5927
12544
30141
158316
844
1270
133860
10356
381842
91987
225801
305
185943
11603
113292
45336
2603
84756
51
2461
251547
285666
183878
336522
2225
295421
891
72266
22588
49315
93739
192247
88562
96130
307
343607
5997
110783
114161
175599
2611
292
85316
3324
60607
282413
18294
4283
139408
3428
262277
10440
979
242216
2693
4025
1742
49666
283
3732
4046
212008
324720
174142
6985
1962
2083
62571
273877
3731
36126
251831
1704
485
14766
5998
175600
9618
493
768
56847
2096
975
61339
13014
232067
92705
380448
105075
4397
536
13603
968
95445
38256
316247
1856
496
387139
112419
285074
3553
285901
165738
244761
4193
876
1262
3423
331480
296195
1029
1743
8582
62680
64086
185274
8621
110239
120700
980
35858
3153
79662
214824
1453
1848
1984
211936
2662
4212
58864
10380
211066
191056
321
100444
200887
362335
23161
302
316037
75055
361384
246431
58912
293658
1935
161818
3113
47891
3994
243916
23307
220188
772
152691
96645
7360
24274
12083
39507
262940
216310
28205
50323
286126
276
289829
16621
83868
2903
23495
311
47665
503
4214
806
332261
23537
808
1741
192680
28440
288
116370
10639
14109
4400
