date,platform,summary,name,name_cn,tags,total_episodes,collection,id,eps,volumes,locked,nsfw,type,small_cover,grid_cover,large_cover,medium_cover,common_cover,中文名,别名,话数,发售日,rank,votes,ratings,rating_score,放送开始,放送星期,官方网站,播放电视台,其他电视台,播放结束,Copyright,原作,导演,人物设定,製作,主题歌演出,企画,制片人,动画制片人,总制片人,OP・ED 分镜,总导演,系列监督,制作协力,エンディング・パペットアニメーション[17話-20話],フィギュア協力[17話-20話],动画制作,制作管理,制作プロデューサー,作画协力,系列构成,作画监督,音乐,音乐制作,总作画监督,动作作画监督,主题歌作词,主题歌作曲,主题歌编曲,上映年度,片长,色彩协调,特效,剪辑,音响效果,录音,脚本,美术监督,摄影监督,制作,人物原案,音响监督,剧本监修,人物设定监修,剪辑助手,音响制作人,音效,录音调整,企画协力,音响制作,业务经理,其他,阿伊努语监修,阿依努设定监修,俄语监修,萨摩方言监修,执行制片人,副制片人,取材协力,分镜,演出,作画监督助理,副导演,制作助手,主动画师,CG导演,音乐制作人,CG 导演,产品编号,JAN码,销售,价格,BD发售,色彩检查,摄影,色彩设计,音响,背景设定,开始,结束,アソシエイトプロデューサー,プロデューサー,エクゼクティブプロデューサー,アニメーション共同制作,电视首播,imdb_id,每集长,监修,美术设定,美术设计,音乐监督,美术监督补佐,2D作品,3DCG,调音,声音剪辑,文艺担当,机械设定,插入歌演出,原画,背景美术,3D监督,特殊効果,社团,脚本・台本,BGM・編集,アニメーション,レーベル/ジャケットデザイン,デザイン・オーサリング,コンセプトデザイン,美術設定,副摄影监督,设计作品,艺术概念,机械作画监督,设计协力,美术补,色彩设计补,数码作品,录音助手,设定考证,构成协力,数码管理,播放网站,监制,动画人物设计,执行导演,配音监督,美术统括,美術監督,ねんどアニメ,色彩設計,演出助理,脚本协力,概念设计,音响调整,色彩指定,类型,制片国家,IMDb链接,人物监修,衣装协力,设定补助,映像设计,视觉美术,制片,片头映像,协力,道具设计,总制片,设定,友情協力,制作主任,脚本制作,动画检查,发行,音响助手,文艺,设定制作,制片协力,CGI制作人,アニメーションディレクター,コンセプトボード,BSKフォントデザイン,アクション監督,録音演出,音響デザイン,世界観監修,西洋剣術指導,配給,企画プロデュース,第二原画,配音,地区,语言,原作插绘,3D导演,3D管理,摄影监督补佐,系列文艺,原案,助理制片人,原图协力,录音助理,支援,宣传,VFX艺术家,特殊合成艺术家,标题设计,世界观设计,画面设计,制作人,旁白,发行商,制片国家/地区,编剧,主演,造型设计,动画设计,造型监督,配给,特殊效果,助理制片人(アソシエイトプロデューサー),字符设计,客席人物原案·服装设计,编集,落语监修,魔鬼设计,魔鬼角色作画监督,Flash动画・主任,副人物设定,美术板补佐,选曲,动画制作人,执行制片,原作协力,动画制作协力,Twitter,IMDb,企划协力,IMDb_id,制作设计,美术指导,出品人,艺术顾问,技术顾问,故事板,定格动画,动画、上色与阴影,后期合成,特别支持,运营,平面设计,原创音乐,声音设计,美术板,时代考证,作画监督补佐,构图,色彩管理,补间动画,演出助手,超级总监,演出替补,总动画师,角色建模,背景建模插图,职员协调,动画导演,編集,サウンドミキサー,音楽プロデューサー,音楽制作,音響制作,音響プロデューサー,CG监督,上色担当,数字特效,录音监督,总混频,混频,对话剪辑,声音顾问,上色检查,trace扫描,制作事务,主要动画师,主要设计,制片担当,美术管理,演助管理,广告,录音室,冲印,结尾CG动画师,制作协调,设定管理,特别鸣谢,人物设计,背景设计,绘景,特效作画监督,製作統括,英文名,艺术指导,技术指导,造型指导,声音指导,摄影指导,视效总监,动画总监,统筹,场记,原作插图,客席机械设定,乐器设定,音乐制作协力,演奏协力,音乐监修,历史监修,能乐监修,能乐实演监修,琵琶监修,共同制片人,SF考证,主要机械设定,特技指导,美术监督补替,数字动画指导,设定协力,显像设计,文艺工作,题花,视觉概念,异星人文明设计,3D模型,动画师,美术,2Dワークス・特殊効果,数码艺术,创意总监,制作版权,总监制,主编剧,前期美术,动画艺术家,地形编辑,模型艺术家,绑定,地形,灯光/材质/渲染,合成,建筑,UI设计,图形设计,配音导演,音频总监,音频终混,动效编辑,对白编辑,拟音组,声音后期制作总监,声音后期制作主管,动效录音,动效制作,转录,故事构成、脚色,作画监督辅,カラーボード,美术监督辅,首席演出,方言指導,音響効果,協力,監修,オリジナルキャラクター,作画監督補佐,ネガ編集,編集助手,ミキサー,キーアートデザイン,製作者,制作担当,吹奏乐监修,微博,出演,客席设计,BD/DVD发售日期,TV放送日期,TV放送星期,flash动画,美术补佐,企画プロデューサー 企画営業プロデューサー,系列剪辑,设计工作,动作导演,首席机械动画师,演员管理,演员协力,制片总指挥,片头动画,作画协调,总演出,主标题,动作设计,录音演出,绘制,效果,配音指导,制片主任,总策划,策划,剧本统筹,片集绘制协作,电脑制作,配音协作,原作脚本,原作音乐,作監補,美監補,動画チェック,動画,中国大陆上映,特技监督,制作著作,纹章设计,宣传协力,テレビ東京版,音響担当,監督,团长,出品人、总制片人、总策划,联合出品人,商业制片人,总编剧、副导演,原创故事,分镜指导,制作总监,打斗设计,打斗指导,文戏指导,模型总监,场景模型主管,后期总监,渲染主管,渲染管理,合成主管,合成指导,特效主管,技术支持,音响主管,配音监制,音乐总监,音乐编辑,角色模型导演,CGI制片人,出品,方言指导,脚本協力,レタッチ監督・マッピング,サウンドデザイン,サウンドエディター,エンディングイラスト 原画,视频剪辑,制作进行,上色,上色辅助,场景,场景监修,斯瑞帝·后期摄影,原画监修,特邀场景,ED长图绘制,录音师,演员统筹,配音制作,音频统筹,最终混音,混录师,特殊效果编辑·环境效果编辑,动效编辑和制作,后期声设制片,声效制作,运营总监,网络配信,動画监督,CG动作监修,動画協力,音楽協力,製作協力,番組担当,設定協力,タイトル,現像,効果,録音スタジオ,音楽制作協力,番組宣伝,広報,制作デスク,仕上助手,副角色设计,龙设计原案,片尾动画,协调,作画监督协力,官网备份,机械设定理念,机械设计,机械概念设计,放送结束,作者,翻译,CG制作人,2D图像,企画协作,ジャンプSQ.編集長,联合导演,联合制片人,制作制片人,原作责任编辑,摄影副监督,CG主任,和菓子作画,2D･衣装设计,選曲,調整,Design Works,概念艺术,デザイン協力,グラフィックデザイン,插入歌作词,製作プロデューサー,音乐制作指导,动画制作统筹,服装设计,小物设计,计划管理(Planning Manager),服装设计·卡片设计,制作统筹,衣装设定协力,Producer,分镜协力,开场动画分镜·演出,Layout协力,作画监督辅佐,Sound design,IMDB,播放地址,3DCG设计,发售日期,音楽,整音,ダイアローグエディター,ARスタジオ,整音助手,CGI監督,CGI監修,混声,制作统括,担当プロデューサー,銃器デザイン,美術監督補佐,デジタル特効,CGIプロデューサー,録音,録音助手,アニメーションプロデューサー,音響デザイナー,映像ディレクター,エグゼクティブプロデューサー,布景设计,网络放送,モニターワーク,美術監修,録音調整,制片商,Kettenkrad设计・建模,特效监修,3D美术,CG演出,线上剪辑,底片剪辑,时长,Production Designer,Graphic Designer,造形监督,CG总监,Battle Animatic,制作・著作,徽标设计,炼成阵设计,胡同设计,音效助手,放送日時,顾问,洗印,设计,背景,绘稿,绘线,着色,出品发行,製片,2D工作,3D工作,计划管理,标识设计,故事原案,色指定,CG技术总监,CG制作管理,艺术总监,动画监督,脱机剪辑助手,服装、武器设定,3D舞台照明,歌剧脚本,插入曲作词,美术设计协力,色彩设计辅助,视觉顾问,视觉协调,行政プロデューサー,动画共同制作,其他上映年度,数字作品,国家/地区,分级,人设补全,场景设计/绘制,特效设计,角色特效,环境特效,作画监修,灯光渲染,合成摄影,助理录音师,音效监督,黑白原画,ED原画,企划制作人,助理制作人,音响顾问,录音剪辑,机械原案,撮影プロデューサー,コンポジットディレクター,デジタルワークス,CGIディレクター,レコーディングエンジニア·録音,音楽総合プロデューサー,机动战士原案,色彩补佐·检查,CG构图,CG动画,CG物品管理,电子设备显示设计·监视器设计,效果协力,文艺制作,总制作人,播放电视网,剧场上映年度,放送时间,主画师,数字制作,协作监制,音乐指挥,音乐演奏,文学指导,数位作品,混音,音响监督助手,铳火器设定,道具设定,动物设定,动物设计,道具作监,创意顾问,OP演出,OP作画,OP男優,怪物设计,动态图形,アニメーションコーディネート,中期导演,市场运营,节目发行,分镜头脚本,动画,3D制作,音乐动效,录音混音,片头曲-作曲,片头曲-作词,片头曲-演唱,片尾曲-词曲演唱,总摄影监督,字幕作品,系列,モニターデザイン,音效合成,录音混声,twitter,美術ボード,录音制作,后记作画,共同制作,企画制作（第1 - 28話）→制作著作（第29 - 39話）,扎姆德・主要机械设计,人形兵器设计,美术总监,三维总监,设计总监,概念美术,书法美术,定帧,修型,三维动画,后期制作,后盾,音响总工程师,出品公司,宣传/发行,日本配给,片尾摄影协力,特技監督,BD/DVD发售日,キャラクターデザイン補佐,美術補佐,色彩設計補佐,3Dレイアウト,テクニカルスーパーバイザー,2D works／Special Effects,造型,动画检验,检验,描线,调色,拟音,编辑,主要配音（原版）,将棋监修,将棋棋谱制作,CGIアートディレクター,3Dアニメーションディレクター,3Dモデリングディレクター,3Dテクニカルディレクター,3Dルックデヴディレクター,2DCG导演,台詞演出,総監督助手,制作統括プロデューサー,プリヴィズ統括制作,エグゼクティブ・プロデューサー,コンセプトアートディレクター,画コンテ·イメージボード,机械作画监督辅佐,主·机械设计,概念美术监督,3Dモデリング,アシスタントプロデューサー,机械艺术指导,上色指导,技术管理,音乐指导,摄影监修,宣传制作人,原作协作,每集片长,3DCG指导,其他上映时间,动画执行导演,题字动画,美术监修,音響制作担当,2DWORK,视觉效果预览,3D,决斗构成,OP・ED动画,设定担当,制作经理,妖怪设定,サブキャラクターデザイン,外地上映日期,水墨工艺设计,机械设计原案,特殊摄影,音响调整助手,副机械设定,数码特效动画,3D造型指导,纹理设计,助理,文艺设定,道具制作,混音师,特殊效果编辑,环境效果编辑,项目制片,料理监修,クリエイティブディレクター,ジャスティスデザイン,エフェクトアーティスト,录音演出助手,总话数,デバイス設定,エフェクト設定,3DCGプロデューサー,3DBGディレクター,企画・製作,特殊构思人,企画制作人,企画·制作,Motion Graphics,2DW,妖怪デザイン・作画監督,物品设计,色彩设计补佐,众筹版寄送,CGアートディレクター·キャラクター色彩設計,CGテクニカルディレクター,デジタルワーク,CGストラクチャー・デザイン,台詞編集,音響演出助手,キャラクターメカニック,レイアウト協力,美術レイアウト協力,服装设定,3D构图,ビジュアルワークス,デジタル・コンポジット,Music composed &amp;arranged,Sound Design,Sound Effects Editor,コア・ディレクター,メインアニメーター,製作総指揮,デザインリーダー,ダイナゼノンデザイン,怪兽设定,ヒロイック作画チーフ,メカニックシークエンスディレクター,CG总导演,ラインプロデューサー,3DCGI,动作设定,演奏,音乐协力,imdb,网络平台,戏曲脚本,剧中歌作词,主演出,主要配音,展会,副设计,特别协力,插图,广告协力,片头结合活字设计,配音角色分配管理,录音提供,音响效果助手,执行制作人,经纪制作人,3DCG导演,概念艺术设计,回旋车设计,分镜誊写,摄影协力,MIX工程师,音楽演出,協力製作,「魔女の宅急便」 製作委員会,联合制作人,单集片长,3Dプロジェクトディレクター,2Dコーディネーター・S3Dデザイナー,S3Dクリエイター,S3Dテクニカルエンジニア,OP男优,制作·音响制作,设定·作画监督補,钢琴演奏,混音导演,制作協力,视觉指导,英雄队长,产品经理,音乐顾问,企划·制作,制作·版权,モデルSV,BG/プロップSV,R&amp;D/リグSV,アニメーションSV,エフェクトSV,ショットSV,キャスティングプロデューサー,2D制作人,宇宙生物デザイン,CGI,2Dデザイン,超监督,助理混频,机械作画监修,プロダクションデザイン,人物造形·作画設計,作画,Buster Machine设计,著作,技术总监,主任导演,导演助理,场景设计,场景制作,视觉开发,内容导演,脚本导演,脚色,bilbili页面,音效监制,每话片长,3D指导,角色修饰,美术监督补,机械总作画监督,军装装备设计,装置设计,落語监修,プランナー、広報,音响演出,网络播放,国家,观看地址,口型绘制,LOGO,后期,制作国家/地区,季数,演出协力,美术监督辅佐,数码上色,数码绘图监督,数码绘图,音效制作,cg制作,企画・制作,企画立案,“（ーター）君”设计,题字,题字彩色,备注
2010-12-30,OVA,"「第5回東方M-1ぐらんぷり」がいよいよ開幕！

過去4回、東方M-1には突如として我々の度肝を抜く
全く無名の幻想郷芸人達が現れ、大会を大きく盛り上げてきた。

そして、今大会では謎に包まれた命蓮寺の芸人達が決勝進出！
果たしてどんなネタを披露するのか！？

22198組から選ばれし4組+1組の頂点に立つのは！？
賞金1000貫を手にするのは！？その答えが今大会で明かされる！！",第5回東方M-1ぐらんぷり,第五届东方M-1漫才大赛,"{'东方': 50, '漫才': 41, '同人': 37, '東方M-1': 22, '东方project': 21, '2010': 20, 'OVA': 13, '相声': 12, '搞笑': 12, '東方Project': 11, '東方': 7, '短片': 6, 'Yellow-Zebr': 3, '沌x': 2, '其它': 1, '山田貴正': 1, 'OVA-01': 1, '独立OVA、OAD、特番': 1, '短片集': 1, '奇幻': 1, '日本': 1, '动画': 1, '独立动画': 1, '日本动画': 1, 'らんてぃ': 1, 'Yellow-Zebra': 1, '2012年': 1, '2012年10月': 1}",1,"{'on_hold': 7, 'dropped': 11, 'wish': 37, 'collect': 336, 'doing': 3}",43972,1,0,False,False,2,https://lain.bgm.tv/r/200/pic/cover/l/71/3d/43972_0RKV2.jpg,https://lain.bgm.tv/r/100/pic/cover/l/71/3d/43972_0RKV2.jpg,https://lain.bgm.tv/pic/cover/l/71/3d/43972_0RKV2.jpg,https://lain.bgm.tv/r/800/pic/cover/l/71/3d/43972_0RKV2.jpg,https://lain.bgm.tv/r/400/pic/cover/l/71/3d/43972_0RKV2.jpg,第五届东方M-1漫才大赛,[{'v': '第五届东方M-1相声大赛'}],1,2010年12月30日,1028,181,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 2, '6': 17, '7': 66, '8': 84, '9': 6, '10': 6}",7.513812154696133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-08,TV,"秀知院学园是秀才云集的菁英学校，在学生会中担任学生会副会长·四宫辉夜遇见了学生会长·白银御行。
原以为这两个任谁都觉得很登对的天才应该很快就会在一起，但这两人却因为过高的自尊心导致他们终没能向对方告白。
“该用什么办法才能让对方向自己告白呢？”在这场恋爱头脑战中用尽各种智慧谋略、身经百战的两人，各自在心中下了某个决心。
在秀知院学园高中部的文化祭“奉心祭”的最终日到来前，两人的恋情将会出现巨大的进展。",かぐや様は告らせたい-ウルトラロマンティック-,辉夜大小姐想让我告白-超级浪漫-,"{'恋爱': 3020, 'A-1Pictures': 2290, '搞笑': 2267, '校园': 1913, '2022年4月': 1409, '漫画改': 1249, 'TV': 876, '漫改': 731, '2022': 673, '青春': 645, '日常': 626, '有望打破bangumi恋爱喜剧评分上限的动画': 408, '小俣真一': 80, '畠山守': 65, '续作': 44, '辉夜大小姐想让我告白': 42, '喜剧': 30, '神作': 29, '赤坂アカ': 21, '恋爱喜剧': 19, '日本': 19, '2022年': 17, 'A-1_Pictures': 13, '季番': 12, '辉夜大小姐': 11, '动画': 11, '中西やすひろ': 10, '狗粮': 10, '小原好美': 10, 'TVA': 9}",15,"{'on_hold': 312, 'dropped': 168, 'wish': 1646, 'collect': 13494, 'doing': 1582}",317613,13,0,False,False,2,https://lain.bgm.tv/r/200/pic/cover/l/cf/9c/317613_bpGX4.jpg,https://lain.bgm.tv/r/100/pic/cover/l/cf/9c/317613_bpGX4.jpg,https://lain.bgm.tv/pic/cover/l/cf/9c/317613_bpGX4.jpg,https://lain.bgm.tv/r/800/pic/cover/l/cf/9c/317613_bpGX4.jpg,https://lain.bgm.tv/r/400/pic/cover/l/cf/9c/317613_bpGX4.jpg,辉夜大小姐想让我告白-超级浪漫-,"[{'v': 'かぐや様は告らせたい～天才たちの恋愛頭脳戦～ 第3期'}, {'v': '辉夜大小姐想让我告白～天才们的恋爱头脑战～ 第三季'}, {'v': 'Kaguya-sama: Love is War Season 3'}, {'v': 'Kaguya-sama wa Kokurasetai: Ultra Romantic'}]",13,,63,9817,"{'1': 56, '2': 15, '3': 7, '4': 23, '5': 89, '6': 263, '7': 1162, '8': 3358, '9': 3270, '10': 1574}",8.392584292553734,2022年4月8日,星期五,https://kaguya.love,TOKYO MX,BS11 / 群馬テレビ / とちぎテレビ / MBS,2022年6月24日,©赤坂アカ／集英社・かぐや様は告らせたい製作委員会,赤坂アカ（集英社「週刊ヤングジャンプ」連載）,畠山守（小俣真一）,八尋裕子,かぐや様は告らせたい製作委員会（Aniplex、集英社、ジェイアール東日本企画、毎日放送）,鈴木雅之 feat. すぅ、鈴木愛理,岩上敦宏、瓶子吉久、弓矢政法、丸山博雄,石川達也、根岸弦輝、船越拓、前田俊博,菊池雄一郎,制作统括：山田賢志郎,畠山守[小俣真一](OP) / 大野仁愛(ED)、Vercreek(ep.5独立ED制作),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-06,TV,"　　<物語>シリーズ セカンドシーズン　2013年　開幕
　　猫物語(白)、傾物語、花物語、囮物語、鬼物語、恋物語の
　　6作品が2013年にアニメ化されることが決定いたしました！
　　最新情報は www.monogatari-series.com/2ndseason/にて随時公開いたします！",〈物語〉シリーズ セカンドシーズン,物语系列 第二季,"{'新房昭之': 2249, '物语系列': 2058, '西尾维新': 1644, 'SHAFT': 1202, '2013年7月': 870, '轻小说改': 829, 'TV': 649, '神谷浩史': 477, '2013': 383, '花泽香菜': 341, '神前暁': 312, '后宫': 246, '斋藤千和': 229, '物语': 187, '轻改': 164, '奇幻': 101, '板村智幸': 72, '小说改': 52, '恋爱': 35, '吐槽': 31, '堀江由衣': 27, '2013年': 25, '井口裕香': 23, '神前晓': 21, '校园': 21, '西尾維新': 15, '加藤英美里': 15, '怪异': 14, '轻小说': 13, '续作': 12}",26,"{'on_hold': 450, 'dropped': 142, 'wish': 1597, 'collect': 10971, 'doing': 795}",68812,26,0,False,False,2,https://lain.bgm.tv/r/200/pic/cover/l/a1/67/68812_4vgt1.jpg,https://lain.bgm.tv/r/100/pic/cover/l/a1/67/68812_4vgt1.jpg,https://lain.bgm.tv/pic/cover/l/a1/67/68812_4vgt1.jpg,https://lain.bgm.tv/r/800/pic/cover/l/a1/67/68812_4vgt1.jpg,https://lain.bgm.tv/r/400/pic/cover/l/a1/67/68812_4vgt1.jpg,物语系列 第二季,"[{'v': 'Monogatari Series: Second Season'}, {'v': '全物语'}, {'v': '物语系列 2nd Season'}, {'v': '〈物语〉系列 第二季'}, {'v': '＜物語＞シリーズ セカンドシーズン'}]",26,,167,7504,"{'1': 14, '2': 1, '3': 2, '4': 10, '5': 62, '6': 282, '7': 1284, '8': 3475, '9': 1692, '10': 682}",8.115671641791044,2013年7月6日,星期六,http://www.monogatari-series.com/2ndseason,TOKYO MX,MBS / BS11,2013年12月28日,©西尾維新／講談社・アニプレックス・シャフト,西尾維新,板村智幸,渡辺明夫,Aniplex、講談社、SHAFT；製作協力：ムービック,,,,,,URA AC-Promenade（OP1#1-4）、内山嗣康（OP2#8-9）、大沼心（OP3#12-14）、高津幸央（OP4#23-25）/ ED1，ED3（#17-20）： ウエダハジメ、宮本幸裕、会津孝幸，ED2插图：紺野大樹、渡辺康子、渡辺明夫,新房昭之,龍輪直征(倾物语)、八瀬祐樹(鬼物语),Point Pictures（OP4）、CJT,渋田直彰,キューズQ,SHAFT,藤川仁志、松永康佑[7話-],行永卓生,スタジオワンパック（ep5、ep13、ep22）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
